الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
وزارة الاتصالات وتقنية المعلومات  -  الديوان العام,نظام الحضور والانصراف الذكي للموظفين - منافسة مخصصة للمنشآت الصغيرة والمتوسطة المحلية,2021-10-01,660215.0
هيئة تطوير منطقة مكة المكرمة,تقديم خدمة انترنت بديل لهيئة تطوير منطقة مكة المكرمة ,2021-09-28,372600.0
جامعة الملك عبدالعزيز,عملية تقديم خدمات الغسيل بالمستشفى الجامعي لمدة ثلاثة سنوات					,2021-10-11,4984416.0
بلدية محافظة خليص,توريد مستلزمات لصيانة أعمال الكهرباء ببلدية محافظة خليص ,2021-10-09,631350.0
جامعة القصيم,توريد وتركيب بلوترات وآلة طباعة وتصوير خرائط لكلية العمارة والتخطيط ,2021-10-17,131928.0
بلدية قوز الجعافرة,صيانة الشوارع والأرصفة والإنارة بمدخل جريبة,2021-12-22,2592962.5
أمانة منطقة تبوك,تامين اجهزه ايباد محمول ,2021-10-05,38295.0
إدارة التعليم بمنطقة مكة المكرمة,صيانة وإصلاح وتشغيل المباني التعليمية بإدارة التعليم بمنطقة مكة المكرمة المجموعة الرابعة,2021-11-01,5522400.0
المؤسسة العامة لتحلية المياه المالحة,توريد وحدة تكييف لمحطات تحلية الخبر 60000631,2021-08-22,112200.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب والعادية للكلية التقنية بمحايل عسير (مخصص للمنشآت الصغيرة والمتوسطة المحلية فقط),2021-09-26,27.6
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب للكلية التقنية والمعهد الصناعي الثانوي بسراة عبيدة (مخصص للمنشآت الصغيرة والمتوسطة المحلية فقط),2021-11-04,79488.0
المؤسسة العامة للتدريب التقني والمهني,توريد المياه الصالحة للشرب للكلية التقنية بالطائف (مخصص للمنشآت الصغيرة والمتوسطة المحلية فقط),2021-10-13,794880.0
أمانة منطقة حائل,توريد وتركيب مظلات للباعة المتجولين,2021-09-29,397440.0
جامعة الإمام عبدالرحمن بن فيصل,تشغيل وصيانة أجهزة ومعدات تكييف الهواء والتبريد والتدفئـة والتهوية بكليات البنات بالريان وكلية المعلمين بالدمام  ,2022-04-20,8790999.84
جامعة الإمام عبدالرحمن بن فيصل,الصيانة والنظافة لمباني الإدارة وكليات البنات و البثوث والمكتبة المركزية وكلية التربية بنات والبنية التحتية بمجمع الريان و المعلمين بالدمام و المجتمع بالقطيف وكلية التربية بالجبيل,2021-12-02,28499999.7
المؤسسة العامة للتدريب التقني والمهني, توريد اعاشة للمشاركين في الأنشطة اللاصفية ذات العلاقة من الوجبات الخفيفة والمرطبات والمياه(مخصص للمنشآت الصغيرة والمتوسطة المحلية فقط),2021-10-20,189175.0
صندوق تنمية الموارد البشرية,التأمين على ممتلكات الصندوق ضد جميع المخاطر,2021-11-25,188995.44
الهيئة الملكية للجبيل وينبع - الإدارة العامة بينبع,توريد فوانيس إنارة موفرة للطاقة ( ال اي دي ) ,2021-12-19,1917228.25
جامعة الملك عبدالعزيز,تأمين وتوريد وتركيب ستائر 					,2021-09-03,158274.5
المركز السعودي للشراكات الاستراتيجية الدولية,توريد حاسبات الية محمول وملحقاتها للمركز السعودي للشراكات الإستراتيجية الدولية,2021-09-27,190543.5
المؤسسة العامة لتحلية المياه المالحة,أستبدال وتطوير المكيفات ذات السعة المتوسطة في مناطق التحلية بمحطات الجبيل,2022-03-01,3372768.4
بلدية تنومة,تأمين مياه لبلدية محافظة تنومة,2021-11-10,34776.0
إدارة التعليم بمنطقة مكة المكرمة,صيانة وإصلاح وتشغيل المباني التعليمية بإدارة التعليم بمنطقة مكة المكرمة المجموعة الخامسة,2021-11-11,5616000.0
الهيئة العامة للمنشآت الصغيرة والمتوسطة,ترقية خط الانترنت للهيئة العامة للمنشآت الصغيرة والمتوسطة(منشآت) ,2021-10-19,343065.7
إدارة التعليم بمنطقة مكة المكرمة,صيانة وإصلاح وتشغيل المباني التعليمية بإدارة التعليم بنمطقة مكة المكرمة المجموعة الثانية,2021-10-14,11275200.0
بلدية محافظة خميس  مشيط,صيانة أعمدة الإضاءة (إنارة الطرق الرئيسية ),2022-05-22,20774667.2
جامعة الإمام عبدالرحمن بن فيصل,خدمات الحراسة الأمنية لكليات البنات بجامعة الامام عبدالرحمن بن فيصل,2021-12-02,3635820.0
هيئة الزكاة والدخل,خدمتي نبأ التجاري والتوثق الإلكتروني,2021-09-09,3530500.0
جامعة الملك فيصل,منافسة تأمين المسئولية اتجاه الغير لسيارات الجامعة الخدمية والامنية,2021-08-25,207776.25
إدارة التعليم بمحافظة الطائف, صيانة طارئة لمجمع تحفيظ القران الكريم – المدرسة الابتدائية الثالثة بالخرمة (بنات) ,2021-10-11,455706.64
الجامعة السعودية الالكترونية,منافسة الصيانة والنظافة لمباني الجامعة السعودية الإلكترونية  بالرياض  لمدة ثلاث سنوات,2022-03-30,9921510.0
مؤسسة البريد السعودي,مشروع تأمين عمالة التحميل والتنزيل للأعمال البريدية بالمنطقة الشرقية,2021-10-19,10280160.0
إدارة التعليم بمنطقة مكة المكرمة,صيانة وإصلاح وتشغيل المباني التعليمية بإدارة التعليم بمنطقة مكة المكرمة المجموعة السادسة,2021-10-14,11512800.0
الشئون الصحية بمنطقة نجران,منافسة برامج المهارات ومعمل المحاكاة 3 لصحة منطقة نجران ,2021-11-16,380420.0
مستشفى الملك فيصل التخصصي ومركز الابحاث-جدة,"مشروع توريد وتركيب كاميرات مراقبة وأنظمة التحكم بالدخول والخروج بمستشفى الملك فيصل التخصصي ومركز الأبحاث ""مؤسسة عامة"" فرع جدة",2022-04-05,1078000.0
مستشفى الملك فيصل التخصصي ومركز الأبحاث,خدمات السجلات الطبية,2021-11-18,4647056.85
جامعة الملك خالد,أعمال تعديلات وإضافة  في عدد من المواقع لغرف الأمن بالجامعة,2021-08-09,425511.5
وزارة البيئة والمياه والزراعة,تحسين خدمات منصة عابر في وزارة البيئة والمياه والزراعة,2021-09-28,3680000.0
إدارة التعليم بمنطقة مكة المكرمة,صيانة وإصلاح وتشغيل المباني التعليمية بإدارة التعليم بنمطقة مكة المكرمة المجموعة الثالثة,2021-10-30,5428800.0
أمانة منطقة الرياض,توريد مكيفات اسبلت ,2021-11-25,167187.0
إدارة التعليم بمحافظة الطائف,الصيانة الطارئة لمدرسة سعود الثانوية ومدرسة أبو بكر وابتدائية السدرة,2021-09-13,112700.0
الشئون الصحية بمنطقة نجران,منافسة توسعة وتطوير قسم الطوارئ النساء بمستشفى الولادة والاطفال بنجران ,2022-02-02,2203710.5
